品牌ID	品牌名称	车系ID	车系名称
102471	黄海	105530	大柴神
102471	黄海	105531	挑战者SUV
102471	黄海	105532	旗胜V3
102471	黄海	105533	翱龙CUV
102471	黄海	105534	领航者
102471	黄海	106433	翱龙SUV
102471	黄海	160882	旗胜
102471	黄海	160935	瑞途
102471	黄海	161123	旗胜F1
102471	黄海	161174	黄海N2
102707	恒天	22290	途腾T1
102707	恒天	22291	途腾T2
102707	恒天	22292	途腾T3
103777	华阳	105745	五菱
103778	哈弗	16957	哈弗H3
103778	哈弗	105028	哈弗H1
103778	哈弗	105029	哈弗H2
103778	哈弗	105030	哈弗H5
103778	哈弗	105031	哈弗H6
103778	哈弗	105032	哈弗H8
103778	哈弗	105754	哈弗H9
103778	哈弗	160938	哈弗H7
103778	哈弗	161247	哈弗H2s
103778	哈弗	161309	哈弗H6 Coupe
103782	海格	105283	御骏
103782	海格	105284	龙威
103782	海格	106074	海格H5C
103782	海格	106075	海格H5V
103782	海格	106076	海格H6C
103782	海格	106077	海格H6V
103782	海格	106078	海格H7V
103782	海格	106079	大海狮
103782	海格	161098	海格H4E
103795	华颂	106623	华颂7
103797	汉腾	160948	汉腾X7
103808	华凯	161255	华凯皮卡
103823	华泰新能源	160902	华泰iEV230
103823	华泰新能源	160932	华泰XEV260
103823	华泰新能源	161572	华泰EV160B
1200	吉利	2992	豪情
1200	吉利	2995	美人豹
1200	吉利	2996	美日之星
1200	吉利	2999	优利欧
1200	吉利	5687	金刚
1200	吉利	5688	金鹰
1200	吉利	5689	英伦TX4
1200	吉利	5690	金刚2代
1200	吉利	5691	英伦SC7
1200	吉利	5693	吉利SC5-RV
1200	吉利	17432	英伦SC6
1200	吉利	22260	吉利SX7
1200	吉利	104202	豪情SUV
1200	吉利	104206	吉利GX7
1200	吉利	104207	海景
1200	吉利	104211	吉利SC3
1200	吉利	104217	远景
1200	吉利	104218	自由舰
1200	吉利	104221	美日
1200	吉利	104981	吉利GC7
1200	吉利	104982	吉利GX2
1200	吉利	104983	熊猫
1200	吉利	105695	中国龙
1200	吉利	105748	美日之风
1200	吉利	105749	豪情 SRV
1200	吉利	105750	金刚财富
1200	吉利	106608	博瑞
1200	吉利	160875	帝豪
1200	吉利	160903	博越
1200	吉利	161141	英伦C5
1200	吉利	161144	远景SUV
1200	吉利	161305	吉利EC8
1200	吉利	161306	帝豪GL
1200	吉利	161307	帝豪GS
1200	吉利	161366	经典帝豪
1200	吉利	161501	帝豪EV
1200	吉利	161547	远景X1
1216	Jeep	31	切诺基
1216	Jeep	3010	牧马人
1216	Jeep	3011	指挥官
1216	Jeep	3012	指南者
1216	Jeep	3013	自由人
1216	Jeep	3015	大切诺基
1216	Jeep	17117	Jeep2500
1216	Jeep	17118	Jeep2700
1216	Jeep	17121	自由客
1216	Jeep	22530	自由光
1216	Jeep	105553	超级切诺基
1216	Jeep	105554	城市猎人
1216	Jeep	160926	自由侠
1216	Jeep	161351	大切诺基 SRT
1261	金杯	2976	雷龙
1261	金杯	5511	金杯S50
1261	金杯	17129	霸道
1261	金杯	17131	海狮超级导航者
1261	金杯	17132	阁瑞斯
1261	金杯	17133	海狮都市精英
1261	金杯	17135	海星
1261	金杯	17136	海狮
1261	金杯	17138	海狮优越者
1261	金杯	17139	智尚S30
1261	金杯	22257	小海狮X30
1261	金杯	22258	海星T20
1261	金杯	22259	海星T22
1261	金杯	22527	大力神
1261	金杯	105402	大力神D22
1261	金杯	105403	大力神D25
1261	金杯	105404	海星A7
1261	金杯	105405	海星A9
1261	金杯	105406	金典009
1261	金杯	106263	金杯T30
1261	金杯	106264	金杯T32
1261	金杯	106265	大海狮L
1261	金杯	106266	大海狮W
1261	金杯	106268	海狮勤务兵
1261	金杯	106270	海狮超级领航者
1261	金杯	106271	海狮超越者
1261	金杯	106273	海狮领航者
1261	金杯	106274	金典007
1261	金杯	106275	锐驰
1261	金杯	106276	霸道009
1261	金杯	106630	金杯750
1261	金杯	160893	智尚
1261	金杯	161227	金杯大海狮
1261	金杯	161228	金杯快运
1261	金杯	161254	金典
1261	金杯	161345	蒂阿兹
1261	金杯	161357	海狮X30L
1261	金杯	161359	大力神K5
1261	金杯	161360	佳宝T51
1261	金杯	161361	佳宝T57
1261	金杯	161362	佳宝T50
1261	金杯	161408	西部牛仔
1261	金杯	161500	金杯T52
1261	金杯	161533	金杯F50
1261	金杯	161557	小金牛
1261	金杯	161570	金杯T50
1262	捷豹	2979	捷豹S-Type
1262	捷豹	2980	捷豹XF
1262	捷豹	2981	捷豹XJ
1262	捷豹	2982	捷豹XK
1262	捷豹	17128	捷豹X-Type
1262	捷豹	18388	捷豹F-TYPE
1262	捷豹	106603	捷豹XE
1262	捷豹	161102	捷豹F-PACE
1262	捷豹	161103	捷豹XFL
1263	金程	106277	赛风
1263	金程	106278	金程之星
1264	江淮	2987	宾悦
1264	江淮	2989	瑞鹰
1264	江淮	2990	同悦RS
1264	江淮	5525	和悦RS
1264	江淮	5526	悦悦
1264	江淮	5528	瑞驰II
1264	江淮	17123	同悦
1264	江淮	22275	瑞风S5
1264	江淮	22279	和悦A13 RS
1264	江淮	22281	和悦A30
1264	江淮	22282	和悦A13
1264	江淮	22529	瑞风M5
1264	江淮	103963	瑞风S3
1264	江淮	103965	瑞风
1264	江淮	103966	和悦
1264	江淮	106023	星锐
1264	江淮	106027	瑞铃
1264	江淮	106028	瑞风I
1264	江淮	106029	瑞风II
1264	江淮	106033	瑞驰K3
1264	江淮	106034	瑞驰K5
1264	江淮	106605	瑞风M3
1264	江淮	106607	帅铃
1264	江淮	160870	江淮iEV
1264	江淮	161112	凌铃
1264	江淮	161129	瑞风M2
1264	江淮	161130	瑞风M4
1264	江淮	161149	征途
1264	江淮	161251	瑞风A60
1264	江淮	161283	帅铃T6
1264	江淮	161321	瑞风S2
1264	江淮	161322	瑞风S2mini
1264	江淮	161365	江淮iEV6S
1264	江淮	161386	康铃X
1264	江淮	161534	瑞风S7
1265	江铃	3001	宝典
1265	江铃	3002	宝威
1265	江铃	5534	驭胜
1265	江铃	22271	域虎
1265	江铃	105272	驭胜S350
1265	江铃	106035	江铃轻卡
1265	江铃	160950	驭胜S330
1265	江铃	161481	考斯特
1265	江铃	161504	特顺
2265	九龙	105640	九龙天马
2265	九龙	161079	艾菲
2265	九龙	161105	九龙A4
2265	九龙	161106	九龙A5
2265	九龙	161367	九龙A6
2265	九龙	161368	大MPV
2265	九龙	161573	考斯特
102711	解放	106214	陆豹
103773	佳星	105648	幸福使者
103781	江南	106019	传奇
103781	江南	106020	奥拓
103781	江南	106021	精灵
103781	江南	106022	风光
103804	金旅	161060	大海师G6
103804	金旅	161061	金旅海狮
103804	金旅	161511	锐度V3
103804	金旅	161552	大海师X5
103805	金龙	161062	金威
103805	金龙	161176	凯歌
103805	金龙	161177	凯特
103824	江铃集团轻汽	106036	骐铃T5
103824	江铃集团轻汽	160878	骐铃
103824	江铃集团轻汽	161178	骐铃T3
103824	江铃集团轻汽	161282	骐铃T7
103825	江铃集团新能源	161101	江铃E100
103825	江铃集团新能源	161512	江铃E160
103825	江铃集团新能源	161513	江铃E200
103825	江铃集团新能源	161529	江淮iEV6E
103825	江铃集团新能源	161532	江铃E200S
1268	凯迪拉克	3016	凯迪拉克CTS
1268	凯迪拉克	3018	凯迪拉克DTS
1268	凯迪拉克	3019	帝威
1268	凯迪拉克	3021	凯雷德
1268	凯迪拉克	3022	凯迪拉克SRX
1268	凯迪拉克	3023	凯迪拉克XLR
1268	凯迪拉克	3025	弗雷特伍德
1268	凯迪拉克	3026	赛威SLS
1268	凯迪拉克	17161	凯迪拉克ATS
1268	凯迪拉克	22253	凯迪拉克XTS
1268	凯迪拉克	104223	凯迪拉克ATS-L
1268	凯迪拉克	105697	凯迪拉克BLS
1268	凯迪拉克	105699	凯迪拉克Brougham
1268	凯迪拉克	105700	凯迪拉克Catera
1268	凯迪拉克	105703	凯迪拉克Eldorado
1268	凯迪拉克	105704	塞维利亚
1268	凯迪拉克	105706	凯迪拉克STS
1268	凯迪拉克	105708	凯迪拉克Traverse
1268	凯迪拉克	105709	凯迪拉克Yokon XL
1268	凯迪拉克	160901	凯迪拉克CT6
1268	凯迪拉克	161108	凯迪拉克XT5
1269	克莱斯勒	3028	克莱斯勒300M
1269	克莱斯勒	3030	PT 漫步者
1269	克莱斯勒	3031	克莱斯勒Sebring
1269	克莱斯勒	3032	彩虹
1269	克莱斯勒	3033	交叉火力
1269	克莱斯勒	3034	君王
1269	克莱斯勒	3035	太阳舞
1269	克莱斯勒	3037	铂锐
1269	克莱斯勒	17170	克莱斯勒300C
1269	克莱斯勒	17171	克莱斯勒300S
1269	克莱斯勒	17177	克莱斯勒Pacifica
1269	克莱斯勒	22249	大捷龙
1269	克莱斯勒	105686	克莱斯勒200
1269	克莱斯勒	105687	克莱斯勒300C Touring
1269	克莱斯勒	105688	克莱斯勒Aspen
1269	克莱斯勒	105689	卷云
1269	克莱斯勒	105691	帝王
1269	克莱斯勒	105692	纽约客
2258	开瑞	5657	优雅
2258	开瑞	5658	优翼
2258	开瑞	5659	优派
2258	开瑞	5660	优劲
2258	开瑞	5661	优优
2258	开瑞	5662	优胜
2258	开瑞	17169	优胜2代
2258	开瑞	22524	优雅2代
2258	开瑞	105200	开瑞3
2258	开瑞	105886	开瑞K50
2258	开瑞	105887	优优2
2258	开瑞	160879	杰虎
2258	开瑞	161245	开瑞K60
102464	科尼赛克	17178	科尼赛克Agera
102464	科尼赛克	17180	科尼赛克CCXR
102705	卡威	22251	卡威K1
102705	卡威	160868	卡威W1
102705	卡威	161304	卡威K150
102706	卡尔森	22255	卡尔森 GL级
102706	卡尔森	22526	卡尔森 S级
103775	凯翼	105696	凯翼C3
103775	凯翼	106629	凯翼C3R
103775	凯翼	160930	凯翼X3
103775	凯翼	161109	凯翼V3
103809	凯马	161369	锐腾
103809	凯马	161387	凯马W01
103827	康迪	161486	K11B
103827	康迪	161487	K17
103827	康迪	161488	K30
103827	康迪	161559	K12
103827	康迪	161562	K10
103827	康迪	161563	K11
1209	铃木	7	奥拓
1209	铃木	3082	羚羊
1209	铃木	3086	雨燕
1209	铃木	3087	北斗星
1209	铃木	3088	浪迪
1209	铃木	3091	超级维特拉
1209	铃木	3092	吉姆尼
1209	铃木	5612	凯泽西
1209	铃木	5613	天语 尚悦
1209	铃木	17198	利亚纳
1209	铃木	17200	铃木Splash
1209	铃木	22223	锋驭
1209	铃木	22226	速翼特
1209	铃木	22519	北斗星X5
1209	铃木	104228	启悦
1209	铃木	105407	速翼特运动版
1209	铃木	105410	利亚纳A6
1209	铃木	105412	天语 SX4
1209	铃木	105415	派喜
1209	铃木	106279	铃木APV
1209	铃木	106280	铃木Esteem
1209	铃木	106281	铃木Forenza
1209	铃木	106284	铃木Reno
1209	铃木	106287	铃木SX4
1209	铃木	106288	铃木Verona
1209	铃木	106289	铃木X-90
1209	铃木	106290	铃木XL7
1209	铃木	106293	昌铃王
1209	铃木	160895	维特拉
1270	猎豹	3038	飞腾
1270	猎豹	3039	黑金刚
1270	猎豹	3044	奇兵
1270	猎豹	3045	骐菱
1270	猎豹	16968	猎豹CT5
1270	猎豹	22236	猎豹CS6
1270	猎豹	22522	猎豹CS7
1270	猎豹	106088	猎豹Q6
1270	猎豹	106089	飞腾C5
1270	猎豹	106628	猎豹CS10
1270	猎豹	161094	飞扬
1270	猎豹	161111	猎豹6481
1270	猎豹	161243	猎豹CT7
1270	猎豹	161323	飞铃
1270	猎豹	161526	猎豹CS9
1271	兰博基尼	3047	兰博基尼Murcielago
1271	兰博基尼	5559	兰博基尼Aventador
1271	兰博基尼	17182	兰博基尼Reventon
1271	兰博基尼	22248	兰博基尼Huracan
1271	兰博基尼	22523	兰博基尼Gallardo
1272	罗孚	106172	罗孚75
1272	罗孚	106173	罗孚TF
1273	陆风	3051	陆风X6
1273	陆风	3052	陆风X9
1273	陆风	5530	新饰界
1273	陆风	5531	风尚
1273	陆风	5532	风华
1273	陆风	5533	陆风X8
1273	陆风	22218	陆风X5
1273	陆风	160876	陆风X7
1273	陆风	161548	陆风X2
1274	力帆	3054	力帆320
1274	力帆	3055	力帆520
1274	力帆	3057	力帆620
1274	力帆	5567	丰顺
1274	力帆	5568	力帆X60
1274	力帆	17193	力帆720
1274	力帆	22230	力帆630
1274	力帆	22233	兴顺
1274	力帆	22234	福顺
1274	力帆	22520	力帆530
1274	力帆	22521	力帆330
1274	力帆	104227	乐途
1274	力帆	105000	乐途S
1274	力帆	105724	力帆X50
1274	力帆	106601	力帆820
1274	力帆	160925	迈威
1274	力帆	161110	力帆T11
1274	力帆	161388	时骏
1274	力帆	161496	力帆X80
1274	力帆	161497	轩朗
1274	力帆	161551	力帆T21
1276	路虎	3063	揽胜
1276	路虎	3064	神行者
1276	路虎	3065	揽胜运动版
1276	路虎	5560	揽胜极光
1276	路虎	17207	神行者2
1276	路虎	104229	发现神行
1276	路虎	105387	卫士
1276	路虎	106239	揽胜极光Coupe
1276	路虎	160959	发现
1276	路虎	161507	揽胜星脉
1277	林肯	3067	城市
1277	林肯	3070	领航员
1277	林肯	3071	林肯LS
1277	林肯	3072	林肯MKX
1277	林肯	3073	林肯MKZ
1277	林肯	17204	林肯MKS
1277	林肯	17205	林肯MKT
1277	林肯	105982	林肯Aviator
1277	林肯	105983	林肯Blackwood
1277	林肯	105984	林肯Continental
1277	林肯	105985	林肯Mark LT
1277	林肯	105986	林肯MKC
1277	林肯	105987	林肯Zephyr
1277	林肯	161250	林肯大陆
1278	雷克萨斯	3075	雷克萨斯ES
1278	雷克萨斯	3076	雷克萨斯GS
1278	雷克萨斯	3077	雷克萨斯IS
1278	雷克萨斯	3078	雷克萨斯LS
1278	雷克萨斯	3079	雷克萨斯LX
1278	雷克萨斯	3080	雷克萨斯RX
1278	雷克萨斯	3081	雷克萨斯SC
1278	雷克萨斯	17185	雷克萨斯CT
1278	雷克萨斯	17186	雷克萨斯HS
1278	雷克萨斯	17187	雷克萨斯LFA
1278	雷克萨斯	22244	雷克萨斯RC
1278	雷克萨斯	22246	雷克萨斯GX
1278	雷克萨斯	106464	雷克萨斯NX
1278	雷克萨斯	161352	雷克萨斯RX经典
1278	雷克萨斯	161410	雷克萨斯RC F
1279	雷诺	3094	科雷傲
1279	雷诺	3095	风景
1279	雷诺	3096	拉古那
1279	雷诺	3097	梅甘娜
1279	雷诺	3098	威赛帝
1279	雷诺	5596	纬度
1279	雷诺	5597	风朗
1279	雷诺	17189	塔利斯曼
1279	雷诺	22238	丽人行
1279	雷诺	22240	雷诺Clio
1279	雷诺	104226	雷诺Espace
1279	雷诺	106389	雷诺Kangoo
1279	雷诺	106398	雷诺Modus
1279	雷诺	106403	塔菲克
1279	雷诺	106602	卡缤
1279	雷诺	160920	科雷嘉
1281	劳斯莱斯	3100	幻影
1281	劳斯莱斯	5603	古思特
1281	劳斯莱斯	17184	银刺
1281	劳斯莱斯	22247	魅影
1281	劳斯莱斯	105725	银灵
1281	劳斯莱斯	161139	曜影
2269	理念	5663	理念S1
102469	路特斯	17208	路特斯2-Eleven
102469	路特斯	105382	路特斯Elise
102469	路特斯	105383	竞悦
102469	路特斯	105384	竞速
102469	路特斯	105385	路特斯Evora
102469	路特斯	105386	路特斯Exige
102469	路特斯	106237	路特斯Europa
103776	劳伦士	105001	劳伦士CLS级
103776	劳伦士	105002	劳伦士ML级
103776	劳伦士	105003	劳伦士S级
103800	领志	160955	领志i1
1211	马自达	3121	马自达MX-5
1211	马自达	3122	马自达RX-8
1211	马自达	3124	马自达5
1211	马自达	3125	马自达MPV
1211	马自达	3128	马自达929
1211	马自达	3131	睿翼
1211	马自达	17221	马自达CX-9
1211	马自达	17225	马自达8
1211	马自达	17229	马自达Tribute
1211	马自达	22212	马自达CX-7
1211	马自达	22516	马自达CX-5
1211	马自达	105524	马自达6
1211	马自达	106419	马自达Millenia
1211	马自达	106420	马自达MX-6
1211	马自达	106421	马自达Navajo
1211	马自达	106422	马自达RX-7
1211	马自达	106425	马自达2
1211	马自达	106427	马自达3
1211	马自达	106465	马自达323
1211	马自达	106466	马自达626
1211	马自达	106583	阿特兹
1211	马自达	106584	昂科赛拉
1211	马自达	160931	马自达CX-4
1211	马自达	161340	马自达2劲翔
1211	马自达	161341	马自达3星骋
1282	迈巴赫	3102	迈巴赫57
1282	迈巴赫	3103	迈巴赫62
1282	迈巴赫	106242	迈巴赫Exelero
1282	迈巴赫	161118	迈巴赫
1284	MINI	5583	MINI Clubman
1284	MINI	5584	MINI Cabrio-Coupe
1284	MINI	5585	MINI Countryman
1284	MINI	5586	MINI Roadster
1284	MINI	5587	MINI Coupe
1284	MINI	17235	MINI
1284	MINI	22209	MINI Paceman
1284	MINI	105568	MINI 5-Door
1284	MINI	161069	MINI JCW
1284	MINI	161070	MINI JCW CLUBMAN
1284	MINI	161071	MINI JCW COUPE
1284	MINI	161072	MINI JCW PACEMAN
1285	玛莎拉蒂	3108	玛莎拉蒂Coupe
1285	玛莎拉蒂	3110	玛莎拉蒂GranSport
1285	玛莎拉蒂	3111	总裁
1285	玛莎拉蒂	5573	玛莎拉蒂GranCabrio
1285	玛莎拉蒂	17213	玛莎拉蒂3200GT
1285	玛莎拉蒂	18389	玛莎拉蒂Ghibli
1285	玛莎拉蒂	106092	玛莎拉蒂GT
1285	玛莎拉蒂	106095	玛莎拉蒂MC12
1285	玛莎拉蒂	160913	玛莎拉蒂Levante
1285	玛莎拉蒂	161067	玛莎拉蒂GranTurismo
1285	玛莎拉蒂	161117	玛莎拉蒂Spyder
1286	美亚	3113	海狮
1286	美亚	3115	奇兵
1286	美亚	3116	奇骏
1286	美亚	3117	顺风
1286	美亚	161480	陆程
102716	迈凯伦	22452	迈凯伦12C
102716	迈凯伦	105397	迈凯伦650S
102716	迈凯伦	106240	迈凯伦625C 
102716	迈凯伦	106627	迈凯伦540C
102716	迈凯伦	161119	迈凯伦570GT
102716	迈凯伦	161120	迈凯伦570S
102716	迈凯伦	161121	迈凯伦P1
102716	迈凯伦	161539	迈凯伦720S
103788	MG	104871	MG3
103788	MG	104874	MG5
103788	MG	104875	MG6
103788	MG	104879	MG7
103788	MG	104880	MGTF
103788	MG	105559	MG GT
103788	MG	106622	MG GS
103788	MG	161127	锐行
103788	MG	161128	锐腾
103788	MG	161293	MG 3SW
103788	MG	161394	名爵ZS
103818	摩根	161401	摩根Aero 8
103818	摩根	161402	摩根Aero
103818	摩根	161403	3 Wheeler
2271	纳智捷	5646	大7 SUV
2271	纳智捷	17238	纳智捷MASTER CEO
2271	纳智捷	17239	大7 MPV
2271	纳智捷	22203	纳5
2271	纳智捷	22511	优6 SUV
2271	纳智捷	160942	锐3
103806	南京金龙	161063	开沃D11
103806	南京金龙	161515	金龙D12
103814	南骏	161379	瑞宝
1288	欧宝	3133	欧宝GT
1288	欧宝	3134	安德拉
1288	欧宝	3135	赛飞利
1288	欧宝	3136	威达
1288	欧宝	3137	雅特
1288	欧宝	3138	欧捷利
1288	欧宝	3139	欧美佳
1288	欧宝	22201	麦瑞纳
1288	欧宝	104232	可赛
1288	欧宝	106002	欧宝Combo
1288	欧宝	106008	音速亚
1288	欧宝	106010	欧宝Signum
1288	欧宝	106011	欧宝Speedster
1288	欧宝	106012	欧宝Tigra
1288	欧宝	161142	英速亚
1289	讴歌	3140	讴歌MDX
1289	讴歌	3141	讴歌RL
1289	讴歌	3142	讴歌TL
1289	讴歌	5376	讴歌TSX
1289	讴歌	17248	讴歌ILX
1289	讴歌	17249	讴歌RDX
1289	讴歌	17250	讴歌RSX
1289	讴歌	22193	讴歌RLX
1289	讴歌	22195	讴歌ZDX
1289	讴歌	22198	讴歌NSX
1289	讴歌	106215	讴歌CL
1289	讴歌	106217	讴歌Integra
1289	讴歌	106218	讴歌SLX
1289	讴歌	106219	讴歌TLX
1289	讴歌	160937	讴歌CDX
102481	欧朗	17251	欧朗
1290	庞蒂克	17254	火鸟
102482	帕加尼	17252	帕加尼Zonda
102482	帕加尼	161059	帕加尼Huayra
1201	奇瑞	3150	东方之子
1201	奇瑞	3151	东方之子Cross
1201	奇瑞	3153	奇瑞QQ3
1201	奇瑞	3154	奇瑞QQ6
1201	奇瑞	3155	奇瑞A1
1201	奇瑞	3157	奇瑞A5
1201	奇瑞	3158	旗云
1201	奇瑞	3159	瑞虎
1201	奇瑞	3160	瑞虎3
1201	奇瑞	3163	风云
1201	奇瑞	5460	奇瑞QQme
1201	奇瑞	5461	奇瑞E5
1201	奇瑞	17266	奇瑞V5
1201	奇瑞	17267	旗云1
1201	奇瑞	17268	旗云2
1201	奇瑞	17269	旗云3
1201	奇瑞	17270	旗云5
1201	奇瑞	17274	瑞虎DR
1201	奇瑞	22099	艾瑞泽7
1201	奇瑞	22185	瑞虎5
1201	奇瑞	22187	奇瑞QQ
1201	奇瑞	22507	奇瑞E3
1201	奇瑞	22508	爱卡
1201	奇瑞	104234	艾瑞泽3
1201	奇瑞	104235	奇瑞eQ
1201	奇瑞	105081	奇瑞A3
1201	奇瑞	105084	瑞虎S
1201	奇瑞	105085	风云2
1201	奇瑞	106626	艾瑞泽M7
1201	奇瑞	160929	艾瑞泽5
1201	奇瑞	161122	奇瑞X1
1201	奇瑞	161131	瑞虎3X
1201	奇瑞	161244	艾瑞泽7e
1201	奇瑞	161312	瑞虎7
1201	奇瑞	161484	奇瑞QQ3EV
1201	奇瑞	161502	奇瑞eQ1
1275	青年莲花	3060	竞速
1275	青年莲花	3061	竞悦
1275	青年莲花	105363	莲花L3
1275	青年莲花	105368	莲花L5
1291	庆铃	3144	竞技者
1291	庆铃	3146	庆铃皮卡
1292	起亚	3164	霸锐
1292	起亚	3166	欧菲莱斯
1292	起亚	3167	索兰托
1292	起亚	3169	威客
1292	起亚	3174	赛拉图
1292	起亚	3175	赛拉图 欧风
1292	起亚	3176	远舰
1292	起亚	3177	千里马
1292	起亚	5549	起亚Picanto
1292	起亚	5551	福瑞迪
1292	起亚	5552	福瑞迪 Koup
1292	起亚	5555	凯尊
1292	起亚	5556	智跑
1292	起亚	5557	起亚K5
1292	起亚	17275	锐欧
1292	起亚	17277	嘉华
1292	起亚	17278	佳乐
1292	起亚	17280	起亚Cee’d
1292	起亚	17282	秀尔
1292	起亚	17284	起亚Sephia
1292	起亚	17285	狮跑
1292	起亚	17286	速迈
1292	起亚	18391	起亚K3
1292	起亚	22171	新佳乐
1292	起亚	22175	欧迪玛
1292	起亚	105377	起亚K2
1292	起亚	105380	索兰托L
1292	起亚	105381	威客-R
1292	起亚	106221	首都
1292	起亚	106222	起亚cee’d 旅行车
1292	起亚	106226	帝国
1292	起亚	106227	起亚K3S
1292	起亚	106228	起亚K4
1292	起亚	106229	贝斯塔
1292	起亚	106231	起亚Niro
1292	起亚	106233	维斯特
1292	起亚	106234	普莱特
1292	起亚	106599	起亚KX3
1292	起亚	106600	起亚K9
1292	起亚	160918	起亚KX5
1292	起亚	161347	极睿
1292	起亚	161491	起亚KX7
102478	启辰	17256	启辰D50
102478	启辰	22191	启辰R50
102478	启辰	22509	启辰R50X
102478	启辰	22510	晨风
102478	启辰	105752	启辰R30
102478	启辰	105753	启辰T70
102478	启辰	161124	启辰T90
102478	启辰	161308	启辰T70X
102478	启辰	161520	启辰M50V
103821	前途	161407	前途K50
1202	日产	3180	骏逸
1202	日产	3181	骊威
1202	日产	3182	骐达
1202	日产	3184	天籁
1202	日产	3187	轩逸
1202	日产	3188	颐达
1202	日产	3189	阳光
1202	日产	3190	蓝鸟
1202	日产	3196	风度
1202	日产	3198	贵士
1202	日产	3199	日产GT-R
1202	日产	3201	途乐
1202	日产	3202	西玛
1202	日产	3207	日产D22皮卡
1202	日产	3208	帕拉丁
1202	日产	3209	帕拉骐
1202	日产	5599	玛驰
1202	日产	5600	日产NV200
1202	日产	5602	楼兰
1202	日产	17291	奥蒂玛
1202	日产	17292	日产ARMADA
1202	日产	17293	日产Cube
1202	日产	17294	风雅
1202	日产	17297	逍客
1202	日产	17300	寻路者
1202	日产	17301	马克西马
1202	日产	17303	日产370Z
1202	日产	17306	凯普斯达
1202	日产	22169	日产ZN厢式车
1202	日产	22181	奇骏
1202	日产	22467	日产350Z
1202	日产	104238	日产Pulsar
1202	日产	105920	日产300ZX
1202	日产	105925	日产Axxess
1202	日产	105929	公爵王
1202	日产	105932	碧莲
1202	日产	105933	日产Frontier
1202	日产	105938	桂冠
1202	日产	105939	日产Micra
1202	日产	105948	日产Silvia
1202	日产	105957	佳奔
1202	日产	106467	日产Almera
1202	日产	106468	日产Titan
1202	日产	161065	日产CIMA
1202	日产	161318	日产D22
1202	日产	161537	纳瓦拉
1293	荣威	3211	荣威550
1293	荣威	3212	荣威750
1293	荣威	5604	荣威350
1293	荣威	5605	荣威W5
1293	荣威	17308	荣威950
1293	荣威	22168	荣威E50
1293	荣威	160872	荣威360
1293	荣威	160934	荣威RX5
1293	荣威	161125	荣威e550
1293	荣威	161126	荣威e950
1293	荣威	161241	荣威eRX5
1293	荣威	161393	荣威i6
1293	荣威	161522	荣威ei6
2260	瑞麒	5673	瑞麒G6
2260	瑞麒	5674	瑞麒X1
2260	瑞麒	5675	瑞麒G5
2260	瑞麒	5676	瑞麒M5
2260	瑞麒	5677	瑞麒G3
2260	瑞麒	105303	瑞麒M1
102701	RUF	22166	RUF CTR 3
102701	RUF	22504	RUF XL
1204	三菱	3245	蓝瑟 EX
1204	三菱	3246	三菱戈蓝
1204	三菱	3249	欧蓝德EX劲界
1204	三菱	3250	帕杰罗
1204	三菱	3251	欧蓝德
1204	三菱	3252	帕杰罗·速跑
1204	三菱	3253	君阁
1204	三菱	3254	菱绅
1204	三菱	5589	伊柯丽斯
1204	三菱	5590	翼神
1204	三菱	5591	劲炫ASX
1204	三菱	17319	格蓝迪
1204	三菱	17320	蓝瑟
1204	三菱	22165	风迪思
1204	三菱	104920	劲炫
1204	三菱	104921	蓝瑟 翼豪陆神
1204	三菱	104925	帕杰罗 V73
1204	三菱	104926	帕杰罗·劲畅
1204	三菱	105587	三菱Diamante
1204	三菱	105589	三菱Endeavor
1204	三菱	105590	三菱Expo
1204	三菱	105591	三菱GTO
1204	三菱	105592	蓝瑟 ES
1204	三菱	105593	蓝瑟 GTS
1204	三菱	105594	三菱Maven
1204	三菱	105595	三菱Mirage
1204	三菱	105596	西格玛
1204	三菱	105597	太空
1204	三菱	161068	三菱LANCER
1204	三菱	161294	欧蓝德经典
1214	萨博	25	萨博Saab 9-5
1214	萨博	3213	萨博Saab 9-3
1214	萨博	5607	萨博Saab 9-7
1214	萨博	17313	萨博Saab 9000
1214	萨博	106205	萨博Saab 9-2
1214	萨博	106210	萨博Saab 900
1294	斯巴鲁	3215	傲虎
1294	斯巴鲁	3216	驰鹏
1294	斯巴鲁	3217	力狮
1294	斯巴鲁	3218	森林人
1294	斯巴鲁	5610	斯巴鲁XV
1294	斯巴鲁	17331	斯巴鲁BRZ
1294	斯巴鲁	105217	斯巴鲁 WRX
1294	斯巴鲁	105219	翼豹
1294	斯巴鲁	105220	力狮 旅行车
1294	斯巴鲁	105894	斯巴鲁Baja
1294	斯巴鲁	105895	斯巴鲁Dex
1294	斯巴鲁	105896	斯巴鲁Exiga
1294	斯巴鲁	105898	斯巴鲁Justy
1294	斯巴鲁	105899	斯巴鲁Pleo
1294	斯巴鲁	105900	斯巴鲁R1
1294	斯巴鲁	105901	斯巴鲁R2
1294	斯巴鲁	105902	斯巴鲁Sambar
1294	斯巴鲁	105903	斯特拉
1294	斯巴鲁	105904	小公主
1296	双环	3232	来宝SRV
1296	双环	3234	小贵族
1296	双环	3235	来旺
1296	双环	22153	双环SCEO
1297	斯柯达	3239	斯柯达Felicia
1297	斯柯达	3240	昊锐
1297	斯柯达	3241	晶锐
1297	斯柯达	17337	速派
